DiskType,IOType,ObjectSize,IODepth,RecoverLimit,r_iops,r_bw(MB/s),r_lat_avg(ms),r_lat_95(ms),r_lat_99(ms),w_iops,w_bw(MB/s),w_lat_avg(ms),w_lat_95(ms),w_lat_99(ms)
hdd,randrw,4k,256,1,87,0.34,1338.83,5873,9060,87,0.34,1581.32,5940,9060
hdd,randrw,4k,256,158,68,0.27,1656.42,7148,10000,68,0.27,2081.86,7349,10402
hdd,randrw,4k,256,316,68,0.27,1558.27,5000,7282,68,0.27,2200.11,5671,7684
hdd,randrw,4k,256,500,49,0.19,2271.59,8658,11879,49,0.19,2921.84,9060,12818
hdd,randrw,4k,256,600,44,0.17,2574.82,10537,12281,44,0.17,3146.63,10939,12818
hdd,randrw,4k,512,1,87,0.34,2765.37,9597,12953,88,0.34,3052.26,9731,12684
hdd,randrw,4k,512,158,85,0.33,2701.07,8658,9866,85,0.33,3264.81,9194,10402
hdd,randrw,4k,512,316,62,0.24,3819.24,14563,17113,62,0.24,4367.07,15234,17113
hdd,randrw,4k,512,500,51,0.2,4732.99,16845,17113,50,0.2,5300.87,17113,17113
hdd,randrw,4k,512,600,52,0.21,4573.89,16442,17113,52,0.2,5219.11,16979,17113
hdd,randrw,32k,1,1,24,0.76,16.31,35,48,24,0.77,24.31,46,79
hdd,randrw,32k,1,158,15,0.49,22.04,45,148,16,0.51,40.34,108,380
hdd,randrw,32k,1,316,9,0.29,32.92,116,388,9,0.3,71.17,368,735
hdd,randrw,32k,1,500,3,0.1,88.52,279,535,3,0.1,224.54,567,1653
hdd,randrw,32k,1,600,4,0.14,60.49,203,347,4,0.14,159.91,489,818
hdd,randrw,32k,8,1,49,1.54,38.84,97,159,49,1.54,123.34,230,309
hdd,randrw,32k,8,158,34,1.08,52.83,150,514,34,1.08,177.79,558,1003
hdd,randrw,32k,8,316,21,0.69,90.25,338,735,22,0.7,268.84,802,1234
hdd,randrw,32k,8,500,11,0.37,140.45,435,1099,12,0.39,506.19,1284,2601
hdd,randrw,32k,8,600,6,0.21,240.25,961,1569,7,0.22,889.76,2232,3171
hdd,randrw,32k,16,1,61,1.92,56.83,186,313,61,1.91,204.52,388,493
hdd,randrw,32k,16,158,40,1.26,91.46,284,726,40,1.27,303.61,852,1351
hdd,randrw,32k,16,316,27,0.87,125,451,810,27,0.87,447.8,1116,1905
hdd,randrw,32k,16,500,12,0.38,296.24,1083,2534,12,0.4,969.73,2265,3977
hdd,randrw,32k,16,600,12,0.39,286.39,1036,2022,13,0.41,953.1,2333,4044
hdd,randrw,32k,32,1,78,2.44,96.25,284,426,77,2.44,314.03,542,676
hdd,randrw,32k,32,158,48,1.5,161.33,592,1183,47,1.5,505.55,1301,1838
hdd,randrw,32k,32,316,29,0.91,278.25,1183,1854,29,0.92,814.65,1888,2567
hdd,randrw,32k,32,500,17,0.55,458.61,1620,2433,18,0.57,1323.43,2668,3675
hdd,randrw,32k,32,600,16,0.51,472.82,1770,2869,17,0.53,1417.95,2903,3943
hdd,randrw,32k,64,1,77,2.41,275.96,1133,2039,76,2.4,555.5,1385,2232
hdd,randrw,32k,64,158,53,1.66,359.18,1301,1989,53,1.66,844.73,1854,2500
hdd,randrw,32k,64,316,41,1.3,445.69,1552,2333,41,1.3,1094.99,2265,3004
hdd,randrw,32k,64,500,28,0.88,738.63,2366,3641,28,0.88,1531.92,3037,4463
hdd,randrw,32k,64,600,28,0.88,740.65,2735,4597,28,0.88,1536.61,3339,5201
hdd,randrw,32k,128,1,92,2.88,485.05,1888,2937,92,2.89,901.33,2265,3339
hdd,randrw,32k,128,158,57,1.8,849.88,3239,6678,57,1.8,1371.58,3440,7080
hdd,randrw,32k,128,316,50,1.59,979.43,3977,6141,50,1.59,1532.63,4463,6477
hdd,randrw,32k,128,500,42,1.32,1141.23,4178,7215,42,1.32,1882.42,4866,7617
hdd,randrw,32k,128,600,41,1.31,1089.34,3574,6477,41,1.31,1960.66,4463,7013
hdd,randrw,32k,256,1,80,2.52,1423.26,8154,11342,80,2.52,1756.5,8221,11610
hdd,randrw,32k,256,158,63,1.97,1744.68,7550,9597,63,1.97,2311.05,8087,10134
hdd,randrw,32k,256,316,63,1.99,1627,5336,7013,63,1.99,2393.08,6074,7684
hdd,randrw,32k,256,500,44,1.4,2502.46,9866,14026,44,1.4,3217.58,10402,14429
hdd,randrw,32k,256,600,44,1.38,2591.8,9463,13489,43,1.38,3222.47,10000,15234
hdd,randrw,32k,512,1,97,3.04,2340.32,10537,11745,97,3.04,2926.23,11073,12416
hdd,randrw,32k,512,158,62,1.94,3859.72,14832,17113,62,1.94,4377.15,15100,17113
hdd,randrw,32k,512,316,54,1.69,4400.92,15503,17113,53,1.69,5072.71,15905,17113
hdd,randrw,32k,512,500,48,1.51,4976,17113,17113,48,1.51,5604.27,17113,17113
hdd,randrw,32k,512,600,64,2.02,3556.59,13624,16979,64,2.02,4363.72,14429,17113
hdd,randrw,64k,1,1,19,1.24,18.54,36,48,20,1.27,31.08,58,83
hdd,randrw,64k,1,158,13,0.81,24.21,44,178,13,0.85,50.47,133,498
hdd,randrw,64k,1,316,8,0.54,30.97,112,243,8,0.56,81.42,313,506
hdd,randrw,64k,1,500,2,0.18,78.95,264,447,3,0.19,250.15,575,1821
hdd,randrw,64k,1,600,9,0.62,32.98,116,228,10,0.65,65.17,251,426
hdd,randrw,64k,8,1,62,3.92,33.96,79,109,62,3.91,93.74,159,209
hdd,randrw,64k,8,158,42,2.68,43.97,116,401,42,2.69,142.19,485,969
hdd,randrw,64k,8,316,31,1.94,62.78,226,506,31,1.95,193.72,625,1003
hdd,randrw,64k,8,500,14,0.93,118.63,393,818,15,0.97,402.96,1133,1888
hdd,randrw,64k,8,600,4,0.29,353.01,1301,2702,4,0.31,1289.47,2970,4396
hdd,randrw,64k,16,1,77,4.87,42.11,110,161,77,4.86,163.61,262,330
hdd,randrw,64k,16,158,54,3.44,68.13,199,550,54,3.42,224.15,735,1301
hdd,randrw,64k,16,316,26,1.65,137.06,464,869,26,1.67,463.73,1150,1854
hdd,randrw,64k,16,500,12,0.78,271.37,1062,2022,13,0.82,963.35,2232,3842
hdd,randrw,64k,16,600,11,0.73,288.16,1036,3071,12,0.77,1028.24,2467,4044
hdd,randrw,64k,32,1,91,5.73,80.39,218,334,91,5.74,268.4,439,567
hdd,randrw,64k,32,158,55,3.47,133.28,493,978,55,3.44,446.46,1183,1703
hdd,randrw,64k,32,316,31,1.96,236.08,852,1821,31,1.98,775.92,1821,3473
hdd,randrw,64k,32,500,20,1.27,386.84,1385,4329,20,1.3,1158.75,2467,5067
hdd,randrw,64k,32,600,16,1.03,474.62,1687,2668,17,1.07,1418.32,2668,3742
hdd,randrw,64k,64,1,94,5.93,175.86,535,802,95,5.94,497.94,852,1116
hdd,randrw,64k,64,158,60,3.76,285.43,986,1720,59,3.75,781.07,1636,2635
hdd,randrw,64k,64,316,43,2.7,418.17,1452,3540,43,2.7,1061.88,2232,4732
hdd,randrw,64k,64,500,31,1.95,594.61,1989,3239,31,1.97,1442.63,2836,4463
hdd,randrw,64k,64,600,24,1.51,833.98,3306,5940,24,1.53,1784.65,4329,6745
hdd,randrw,64k,128,1,100,6.28,440.62,1670,2299,100,6.29,832.3,2022,2635
hdd,randrw,64k,128,158,68,4.28,651.82,2400,4279,68,4.29,1215.31,2937,5067
hdd,randrw,64k,128,316,53,3.37,856.51,2903,5738,53,3.36,1523.76,3675,6946
hdd,randrw,64k,128,500,41,2.6,1162.19,4530,8154,41,2.6,1914.53,5201,9060
hdd,randrw,64k,128,600,35,2.22,1382.28,6544,8926,35,2.23,2217.98,7215,9597
hdd,randrw,64k,256,1,101,6.32,1066.46,4799,6141,101,6.33,1463.34,5134,6477
hdd,randrw,64k,256,158,76,4.78,1395.73,6409,8658,76,4.77,1955.72,7080,9329
hdd,randrw,64k,256,316,59,3.74,1802.97,7080,12281,59,3.73,2484.53,7752,12416
hdd,randrw,64k,256,500,50,3.13,2161.27,9463,14966,50,3.13,2943.81,10134,15771
hdd,randrw,64k,256,600,40,2.51,2833.22,17113,17113,40,2.51,3534.16,17113,17113
hdd,randrw,64k,512,1,110,6.91,2103.79,7550,10134,110,6.88,2536.86,7953,10537
hdd,randrw,64k,512,158,77,4.86,2977.63,10671,13221,77,4.85,3610.31,11073,13489
hdd,randrw,64k,512,316,60,3.81,3850.52,15905,17113,60,3.81,4546.02,16442,17113
hdd,randrw,64k,512,500,50,3.14,4798.48,16174,17113,50,3.13,5411.74,16845,17113
hdd,randrw,64k,512,600,70,4.39,3264.46,10134,12550,69,4.37,4039.84,11073,13355
hdd,randrw,256k,1,1,16,4.14,21.61,40,56,17,4.3,37.27,67,96
hdd,randrw,256k,1,158,11,2.83,28.33,50,241,11,2.96,57.36,171,468
hdd,randrw,256k,1,316,12,3.21,24.22,50,161,13,3.36,51.27,140,326
hdd,randrw,256k,1,500,6,1.51,45.55,169,305,6,1.55,116.62,447,676
hdd,randrw,256k,1,600,7,1.9,37.03,136,262,7,2,89.81,305,485
hdd,randrw,256k,8,1,41,10.3,49.95,120,167,41,10.3,143.64,249,305
hdd,randrw,256k,8,158,28,7.1,62.53,174,592,28,7.13,218.08,768,1351
hdd,randrw,256k,8,316,17,4.26,106.58,351,600,17,4.4,351.44,810,1871
hdd,randrw,256k,8,500,8,2.09,205.12,693,2265,8,2.17,724.33,1888,3205
hdd,randrw,256k,8,600,5,1.33,309.76,1284,2366,5,1.39,1140.35,2769,3977
hdd,randrw,256k,16,1,47,11.8,64.81,182,259,47,11.8,275.34,439,531
hdd,randrw,256k,16,158,32,8.18,113.46,393,793,32,8.22,373.5,986,1418
hdd,randrw,256k,16,316,17,4.31,205.46,693,1536,17,4.45,699.83,1620,2769
hdd,randrw,256k,16,500,9,2.36,376.56,1418,2668,9,2.48,1251.35,2735,4329
hdd,randrw,256k,16,600,7,1.83,472.33,1787,4329,7,1.93,1624.61,3339,5537
hdd,randrw,256k,32,1,51,12.8,158.92,460,709,50,12.7,468.38,802,1070
hdd,randrw,256k,32,158,33,8.48,228.99,818,1334,34,8.52,711.28,1620,2056
hdd,randrw,256k,32,316,20,5.1,369.98,1418,2433,20,5.24,1165.97,2534,3742
hdd,randrw,256k,32,500,13,3.48,560.12,2072,3037,14,3.59,1682.04,3306,4933
hdd,randrw,256k,32,600,12,3.02,702.98,2400,4178,12,3.14,1869.22,3574,5604
hdd,randrw,256k,64,1,52,13,349.99,1036,1435,52,13,876.96,1620,2022
hdd,randrw,256k,64,158,34,8.71,532.55,1854,2869,35,8.76,1296.96,2668,3507
hdd,randrw,256k,64,316,28,7.13,694.66,2567,4279,28,7.19,1537.05,3272,5067
hdd,randrw,256k,64,500,21,5.41,943.65,3306,6208,22,5.51,1976.2,4732,7215
hdd,randrw,256k,64,600,16,4.22,1324.7,5201,8926,17,4.36,2387.78,6074,11208
hdd,randrw,256k,128,1,53,13.4,885.14,2836,4178,53,13.3,1512.6,3507,4799
hdd,randrw,256k,128,158,38,9.52,1299.4,5201,8356,38,9.58,2046.59,5805,8658
hdd,randrw,256k,128,316,31,7.83,1558.5,6141,11208,31,7.87,2517.16,7349,11476
hdd,randrw,256k,128,500,26,6.6,1908.77,7684,13758,26,6.66,2912.07,8658,14832
hdd,randrw,256k,128,600,20,5.16,2565.36,13087,16576,21,5.27,3559.54,13624,17113
hdd,randrw,256k,256,1,52,13.2,2109.68,9194,15771,52,13.2,2742.45,9329,16442
hdd,randrw,256k,256,158,40,10.1,2759.48,9463,13221,40,10.1,3556.56,10268,13892
hdd,randrw,256k,256,316,35,8.86,3188.2,9866,14026,35,8.91,4012.83,10671,14563
hdd,randrw,256k,256,500,34,8.54,3231.86,11610,16845,34,8.57,4246.65,12416,17113
hdd,randrw,256k,256,600,21,5.44,5450.06,17113,17113,21,5.49,6248.97,17113,17113
hdd,randrw,256k,512,1,54,13.7,4353.93,14160,15503,54,13.6,5046.27,14832,16174
hdd,randrw,256k,512,158,41,10.3,5817.22,16442,17113,41,10.3,6658.6,17113,17113
hdd,randrw,256k,512,316,33,8.42,7082.26,17113,17113,33,8.48,8054.45,17113,17113
hdd,randrw,256k,512,500,24,6.18,9904.76,17113,17113,24,6.21,10754.99,17113,17113
hdd,randrw,256k,512,600,36,9.1,6509.86,16711,17113,36,9.16,7504.77,17113,17113
hdd,randrw,1M,1,1,12,12.3,28.61,47.45,59.51,12,12.8,50.39,81,101
hdd,randrw,1M,1,158,10,10.2,29.15,54,163,10,10.8,65.14,150,397
hdd,randrw,1M,1,316,5,5.57,48.43,167,397,5,5.82,125.51,489,785
hdd,randrw,1M,1,500,2,2.34,90.06,326,693,2,2.49,316.96,827,1485
hdd,randrw,1M,1,600,3,3.05,77.88,234,351,3,3.27,233.24,542,1318
hdd,randrw,1M,8,1,23,23.5,73.87,188,275,23,23.8,262.74,405,493
hdd,randrw,1M,8,158,16,16.6,104.48,296,634,17,17.2,363.51,961,1318
hdd,randrw,1M,8,316,12,12,141.32,518,768,12,12.5,503.02,1150,1552
hdd,randrw,1M,8,500,5,5.15,331.02,1234,2072,5,5.45,1155.75,2433,3306
hdd,randrw,1M,8,600,3,3.67,438.7,1670,2500,3,3.81,1675.32,3272,3910
hdd,randrw,1M,16,1,25,25.9,124.98,309,477,26,26.2,486.88,726,885
hdd,randrw,1M,16,158,20,20.5,160.03,518,885,21,21,605.13,1334,1720
hdd,randrw,1M,16,316,11,11.5,280.83,1028,1670,12,12.1,1057.19,2198,3004
hdd,randrw,1M,16,500,7,7.08,513.92,1955,3809,7,7.45,1657.68,3473,5604
hdd,randrw,1M,16,600,5,5.65,700.58,2433,3876,5,5.88,2046.27,3910,5269
hdd,randrw,1M,32,1,30,30.4,222.3,600,877,30,30.7,821.61,1250,1536
hdd,randrw,1M,32,158,18,18.7,411.21,1502,2056,19,19.3,1262.21,2400,3004
hdd,randrw,1M,32,316,13,13.4,585.28,2165,3104,14,14,1723.96,3205,4245
hdd,randrw,1M,32,500,9,9.74,957.81,3507,6074,10,10.3,2202.86,4530,7282
hdd,randrw,1M,32,600,6,6.42,1640.08,8221,14697,6,6.76,3174.34,9194,17113
hdd,randrw,1M,64,1,28,28.6,699.25,3205,3977,28,28.8,1524.54,3910,4799
hdd,randrw,1M,64,158,20,20.6,993.39,3842,6611,21,21.1,2057.79,4732,7416
hdd,randrw,1M,64,316,15,15.5,1437.43,5403,9194,16,16.1,2586.04,6141,9463
hdd,randrw,1M,64,500,11,11,1936.18,7886,14429,12,12.4,3278.2,9329,15503
hdd,randrw,1M,64,600,8,8.1,3129.16,14832,17113,8,8.49,4540.84,16711,17113
hdd,randrw,1M,128,1,29,29.1,1767.33,7550,10000,29,29.4,2604.72,8221,10671
hdd,randrw,1M,128,158,21,21,2340.19,8356,10134,22,22.4,3418.27,9194,11073
hdd,randrw,1M,128,316,19,19.4,2703.53,8792,13355,19,19.9,3798.3,9597,12684
hdd,randrw,1M,128,500,11,11.7,4706.05,16845,17113,12,12.1,6021.93,17113,17113
hdd,randrw,1M,128,600,8,8.3,6855.83,17113,17113,8,8.69,8162.29,17113,17113
hdd,randrw,1M,256,1,29,29.4,3896.51,9597,11610,29,29.8,4740.47,10402,12416
hdd,randrw,1M,256,158,23,23.8,4822.33,9866,12684,24,24.1,5861.13,10671,13624
hdd,randrw,1M,256,316,16,16.6,7017.5,16040,17113,17,17.2,8106.58,16711,17113
hdd,randrw,1M,256,500,11,11.8,9855.17,17113,17113,12,12.3,11348.33,17113,17113
hdd,randrw,1M,256,600,10,10,10837.09,17113,17113,11,11.4,11972.8,17113,17113
hdd,randrw,1M,512,1,32,32,7313.74,11745,13489,33,33.2,8153.83,12550,14429
hdd,randrw,1M,512,158,22,22.5,10780.99,16845,17113,22,22.8,11821.22,17113,17113
hdd,randrw,1M,512,316,16,16.6,14512.61,17113,17113,17,17.2,15660.44,17113,17113
hdd,randrw,1M,512,500,12,12.8,18813.02,17113,17113,13,13.4,20197.35,17113,17113
hdd,randrw,1M,512,600,9,9.39,25863.33,17113,17113,9,9.87,27207.31,17113,17113
hdd,randrw,2M,1,1,9,19.1,37.49,58,70,10,20,64.21,99,118
hdd,randrw,2M,1,158,8,16.3,39.61,68,178,8,16.9,80.33,199,426
hdd,randrw,2M,1,316,6,13.9,46.22,91,218,7,14.6,93.3,249,409
hdd,randrw,2M,1,500,2,4.86,96.44,284,468,2,5.21,293.93,584,1485
hdd,randrw,2M,1,600,2,5.06,96.26,257,477,2,5.37,281.87,667,1318
hdd,randrw,2M,8,1,15,30.5,111.02,279,376,15,31.8,395.87,592,693
hdd,randrw,2M,8,158,10,21.7,160.99,489,1070,11,22.8,548.22,1284,1703
hdd,randrw,2M,8,316,7,15.9,211.74,659,1053,8,16.6,761.56,1519,2039
hdd,randrw,2M,8,500,4,8.42,435.48,1620,2668,4,8.93,1379.75,2802,3675
hdd,randrw,2M,8,600,2,5.64,669.42,2467,3608,3,6.02,2024.7,3775,4463
hdd,randrw,2M,16,1,16,33.1,193.65,493,718,17,34.3,745.93,1116,1334
hdd,randrw,2M,16,158,12,25.4,250.78,844,1435,13,26.5,964.71,1938,2366
hdd,randrw,2M,16,316,8,16.3,447.59,1586,2089,8,16.9,1465.35,2769,3473
hdd,randrw,2M,16,500,5,10.1,823.17,2836,6409,5,10.6,2232.78,4044,11073
hdd,randrw,2M,16,600,3,6.39,1568.36,8154,12550,3,6.85,3196.18,9194,14563
hdd,randrw,2M,32,1,18,36.2,394.31,1267,1838,18,37.5,1325.45,2106,2836
hdd,randrw,2M,32,158,12,24.1,687.34,2265,3239,12,25.2,1884.14,3440,4279
hdd,randrw,2M,32,316,9,18.9,949.83,3440,5000,9,19.8,2318.57,4665,5671
hdd,randrw,2M,32,500,6,13.7,1523.03,6879,10000,7,14.4,2995.7,8557,11073
hdd,randrw,2M,32,600,5,10.5,2300.17,13355,17113,5,11,3603.02,13221,17113
hdd,randrw,2M,64,1,17,34.6,1283.94,4077,5134,17,35.8,2335.45,5000,5940
hdd,randrw,2M,64,158,12,25.4,1815.86,5067,6611,13,26.5,3085.51,6007,7617
hdd,randrw,2M,64,316,9,19.8,2419.88,7953,16040,10,20.9,3826.68,9463,16979
hdd,randrw,2M,64,500,6,13.8,3884.63,17113,17113,7,14.5,5127.77,17113,17113
hdd,randrw,2M,64,600,4,9.72,5661.94,17113,17113,5,10.2,7159.64,17113,17113
hdd,randrw,2M,128,1,17,34.3,3137.57,6477,7483,17,35.4,4189.43,7416,8490
hdd,randrw,2M,128,158,13,26.2,4134.33,7886,9329,13,27.3,5414.18,8792,11476
hdd,randrw,2M,128,316,10,20.4,5526.53,12416,17113,10,21.4,6681.79,12281,17113
hdd,randrw,2M,128,500,6,13.3,8748.06,17113,17113,6,13.9,10018.53,17113,17113
hdd,randrw,2M,128,600,5,10.4,11722.73,17113,17113,5,10.6,12658.96,17113,17113
hdd,randrw,2M,256,1,17,34.5,6758.2,10268,12013,17,35.6,7812.37,11208,13489
hdd,randrw,2M,256,158,13,27.1,8677.22,12953,16308,14,28.1,9840.12,13758,17113
hdd,randrw,2M,256,316,9,19.8,11835.84,17113,17113,10,20.8,13318.04,17113,17113
hdd,randrw,2M,256,500,6,13.3,17802.31,17113,17113,7,14,19587.74,17113,17113
hdd,randrw,2M,256,600,6,12.3,19312.72,17113,17113,6,12,21063.31,17113,17113
hdd,randrw,2M,512,1,18,36.9,13202.84,17113,17113,18,37.7,14198.04,17113,17113
hdd,randrw,2M,512,158,12,25.8,18877.1,17113,17113,13,26.7,20044.54,17113,17113
hdd,randrw,2M,512,316,10,20,24187.47,17113,17113,10,21,25594.62,17113,17113
hdd,randrw,2M,512,500,6,13.1,37909.1,17113,17113,6,13.5,38819.87,17113,17113
hdd,randrw,2M,512,600,6,13.2,37503.62,17113,17113,6,13.7,38555.54,17113,17113
hdd,randrw,4M,1,1,6,27.2,56.16,84,102,7,28.7,85.94,129,159
hdd,randrw,4M,1,158,5,21.9,61.95,113,279,5,22.9,115.25,334,617
hdd,randrw,4M,1,316,3,14,83,241,542,3,15.5,178.32,600,852
hdd,randrw,4M,1,500,1,7.44,121.76,317,718,2,8.08,383.15,860,1938
hdd,randrw,4M,1,600,1,7.04,142.3,376,701,1,7.7,389.48,1045,1871
hdd,randrw,4M,8,1,9,38.3,177.22,435,609,10,40.3,625.5,961,1183
hdd,randrw,4M,8,158,6,27.7,247.97,793,1351,7,29.1,862.56,1770,2140
hdd,randrw,4M,8,316,5,21.4,297.42,919,1502,5,22.4,1145.9,2265,2702
hdd,randrw,4M,8,500,2,11.6,632.78,2165,3138,3,12.5,1971.61,3675,4463
hdd,randrw,4M,8,600,2,9.58,866.14,3574,4866,2,10.3,2297.77,4597,6275
hdd,randrw,4M,16,1,9,39.7,333.02,986,1502,10,41.9,1211.06,1905,2433
hdd,randrw,4M,16,158,7,30.5,480.78,1754,2567,8,32.1,1537.76,2869,3608
hdd,randrw,4M,16,316,5,20.8,727.36,2500,3272,5,21.8,2239.36,4010,4799
hdd,randrw,4M,16,500,3,14.3,1370.89,6477,10268,3,14.9,2964.93,7819,10939
hdd,randrw,4M,16,600,2,9.79,2332.12,13221,17113,2,10.4,3955.03,14966,17113
hdd,randrw,4M,32,1,9,39.4,960.38,2601,3675,10,41.6,2165.61,3675,5000
hdd,randrw,4M,32,158,7,28.8,1408.35,3943,5134,7,30.3,2888.09,5134,6544
hdd,randrw,4M,32,316,5,21.5,2096.93,6208,10402,5,22.5,3681.42,7215,10805
hdd,randrw,4M,32,500,3,14.9,3276.6,12953,16576,3,15.8,4990.38,14160,17113
hdd,randrw,4M,32,600,2,11.5,4432.47,17113,17113,3,12.4,6183.75,17113,17113
hdd,randrw,4M,64,1,9,39,2576.53,4530,5873,10,41.1,3773.28,5671,7148
hdd,randrw,4M,64,158,7,29.8,3450.61,6007,7953,7,31.3,4889.52,7282,9731
hdd,randrw,4M,64,316,5,22.4,4826.86,9329,11879,5,23.2,6373.04,10671,13624
hdd,randrw,4M,64,500,4,16.5,6800.53,16979,17113,4,17.3,8280.82,17113,17113
hdd,randrw,4M,64,600,2,10.1,10972.58,17113,17113,2,10,13211.06,17113,17113
hdd,randrw,4M,128,1,9,38.5,5860.82,8087,12416,10,40.6,7046.65,9329,13489
hdd,randrw,4M,128,158,7,29.3,7780.91,11073,16040,7,30.8,9211.67,12281,17113
hdd,randrw,4M,128,316,5,23.8,9746.52,16845,17113,6,24.6,11360.28,17113,17113
hdd,randrw,4M,128,500,3,13.9,16741.87,17113,17113,3,14.7,18956.03,17113,17113
hdd,randrw,4M,128,600,2,10.3,23147.58,17113,17113,2,10.9,24924.12,17113,17113
hdd,randrw,4M,256,1,9,38.6,12244.14,16711,17113,10,40.8,13498.28,17113,17113
hdd,randrw,4M,256,158,7,29.9,16186.68,17113,17113,7,30.9,17399.94,17113,17113
hdd,randrw,4M,256,316,5,22.2,21869.24,17113,17113,5,23.1,23236.8,17113,17113
hdd,randrw,4M,256,500,3,13.4,35770.08,17113,17113,3,14.2,38112.8,17113,17113
hdd,randrw,4M,256,600,2,9.03,53603.71,17113,17113,2,9.57,56203.09,17113,17113
hdd,randrw,4M,512,1,9,39.6,24572.58,17113,17113,10,41.6,25694.51,17113,17113
hdd,randrw,4M,512,158,7,29.8,32923.88,17113,17113,7,31.1,34181.04,17113,17113
hdd,randrw,4M,512,316,5,21.8,45013.65,17113,17113,5,23,46159.74,17113,17113
hdd,randrw,4M,512,500,3,13.7,71786.69,17113,17113,3,14.4,73609.69,17113,17113
hdd,randrw,4M,512,600,2,9.59,103611.06,17113,17113,2,10.1,104314.2,17113,17113
